id,common_name,scientific_name,category,description,habitat,population_estimate,endangerment_status,created_at,size_from,size_to,colors
116,Dreizehenmöwe,Rissa tridactyla,Vogel,"Der englische Name „Kittiwake“ verweist auf den Ruf der Dreizehenmöwe, der vielfach quäkend aus den Brutkolonien von den Steilküsten Helgolands herunterschallt. Dort tummelt sie sich zusammen mit der Trottellumme an den Steilfelsen, um direkt Nahrungsflüge ins offene Meer unternehmen zu können. Da aber die meisten geeigneten Brutplätze auf Helgoland bereits belegt sind, weicht die Dreizehenmöwe, obwohl suboptimal, auf Ölplattformen und Wellenbrecher aus.","Hochsee, Steilküsten, Binnenland",4697 Brutpaare,Stark gefährdet,2024-05-23 15:44:04.695499,37,42,"white,gray"
108,Brandseeschwalbe,Thalasseus sandvicensis,Vogel,"Die Brandseeschwalbe ist ein ausgesprochener Küstenvogel. Bei uns trifft man sie hauptsächlich an der Ost- und Nordseeküste an, ins Binnenland verirrt sie sich auch während des Vogelzugs nicht. Die elegante Brandseeschwalbe hat – im Gegensatz zu ihren bei uns vorkommenden Verwandten – einen dunklen Schnabel mit heller Spitze und eine wilde Frisur. Sie ist eine gute Fliegerin und stürzt sich für Fische aus großen Höhen in Wasser.","Meeresküsten, Hallige, Nehrungshaken, Boddengewässer, Salzmarsche",7.500-7.500 Brutpaare,Vom Aussterben bedroht,2024-05-22 10:49:24.080623,37,43,"gray,white,black"
109,Braunkehlchen,Saxicola rubetra,Vogel,"Wenn die Braunkehlchen im April nach Deutschland kommen, haben sie mehr als 5000 Kilometer hinter sich. Denn sie überwintern im tropischen Afrika und sind daher Langstreckenzieher. Wie viele andere Zugvögel auch, fliegen Braunkehlchen nachts, tagsüber suchen sie nach Nahrung oder ruhen sich aus. Bei uns angekommen, suchen sie blütenreiche Wiesen und Brachen, um hier in Bodennestern zu brüten. Diese verschwinden allerorten, weshalb der Bestand des Braunkehlchens seit Jahrzehnten zurückgeht.","feuchte Wiesen, Brachen und Feldränder",19.500-35.000 Brutpaare,Stark gefährdet,2024-05-22 10:49:24.080623,12,14,"brown,white"
110,Brautente,Aix sponsa,Vogel,"Obwohl der ostasiatischen Mandarinente auf den ersten Blick sehr ähnlich, ist die Brautente ursprünglich amerikanischer Abstammung. Die beiden Arten sind eng miteinander verwandt, verpaaren sich aber nicht untereinander. Im Englischen nennt man die Brautente „Wood Duck“, was „Waldente“ bedeutet. In Nordamerika und Kanada lebt die Brautente an Waldseen.",Parks,25-40 Brutpaare,Nicht gefährdet,2024-05-22 10:49:24.080623,44,51,"green,red,gray"
111,Bruchwasserläufer,Tringa glareola,Vogel,"Vom Bruchwasserläufer gibt es sehr wenige Brutpaare im Norden Deutschlands. Er brütet eher in den Mooren und Sümpfen der Taigaregionen Skandinaviens. Hierzulande trifft man ihn als Durchzügler an. Dabei rastet er regelmäßig in Deutschland. Den Winter verbringt er dann vor allem in Afrika in der Äquatorialzone. Der in etwa starengroße Vogel ernährt sich in erster Linie von Insekten, Larven und Krebstieren.","Rast an flachen Seen, Teichen oder überfluteten Äckern und Wiesen",0-1 Brutpaare,Vom Aussterben bedroht,2024-05-22 10:49:24.080623,19,21,"borwn,gray"
112,Buchfink,Fringilla coelebs,Vogel,"Buchfinken sind mit die häufigsten Vögel Europas. Jeder von uns ist ihnen in Parks, Wäldern, Gärten und an jeglichen anderen Orten mit Baumbestand schon einmal begegnet oder hat ihrem Gesang gelauscht. Wer die Gesangsstruktur einmal verinnerlicht hat, wird Buchfinken jederzeit wiedererkennen. Sie sind das ganze Jahr bei uns und oft gesehene Gäste am Futterhäuschen.","Wälder, Gärten, Siedlungen, Parks, Kulturlanschaften",7.550.000-9.050.000 Brutpaare,Nicht gefährdet,2024-05-22 10:49:24.080623,14,16,"brown,gray"
118,Drosselrohrsänger,Acrocephalus arundinaceus,Vogel,Der Drosselrohrsänger ist der größte unserer Rohrsänger. Der kleine braune Vogel macht seine unauffällige Erscheinung mit seinem charakteristischen Gesang wieder wett. Vom Teichrohrsänger ist er vor allem anhand seiner Größe zu unterscheiden. Man trifft diesen Sommervogel am Rand von Gewässern im dichten Schilfgürtel an.,Röhricht,18.500-29.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,18,20,brown
201,Lachmöwe,Chroicocephalus ridibundus,Vogel,,"große Süßgewässer, Flussmündungen, Feuchtgebiete und Küsten, gepflügte Felder und Weiden",115.000-160.000 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,35,39,"white,gray,black"
202,Lachseeschwalbe,Sterna nilotica,Vogel,,eingedeichte Kögen und Flussvorländer an der Nordseeküste,37 Brutpaare,Vom Aussterben bedroht,2024-06-13 17:51:28.112196,35,42,"gray,white,black"
121,Eichelhäher,Garrulus glandarius,Vogel,"Der Eichelhäher gehört zur Familie der Raben und ist unter ihnen mit Abstand der Farbenprächtigste. Ein Glückspilz ist, wer beim Waldspaziergang eine blau schillernde Flügelfeder von ihm findet. Den Ruf des Eichelhähers kann man nicht überhören. Der freche Geselle schnappt sich im Winter gerne die dicksten Brocken aus dem Futterhaus.","lichte Wälder, Gärten, Dörfer und Städte",510.000-690.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,32,35,"brown,gray,blue"
122,Eiderente,Somateria mollissima,Vogel,"Die Eiderente ist eine unserer größten heimischen Meeresenten. Früher war sie vor allem aufgrund ihrer Daunen bekannt. Diese wurden aus den Nestern aufgesammelt und aufwendig gesäubert, um dann als Füllung in Kissen und Decken zu landen. Auch heute noch erinnert ihr wissenschaftlicher Name an die Bedeutung ihrer isolierenden Daunen für die Menschen. Übersetzt bedeutet ihr Name nämlich „die Allerweichste mit dem schwarzen Körper“.",Ost- und Nordsee Küsten,1.500 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,60,70,"white,black"
123,Eisente,Clangula hyemalis,Vogel,"Die hübsche Eisente ist bei uns im Winter zu Gast. Dann ist sie etwas weiter draußen auf der Ostsee, manchmal auch auf der Nordsee unterwegs. Ihr langer Schwanzspieß ist ein gutes Erkennungszeichen. Sie kommt in teils gewaltigen Trupps zu uns. Im Frühling, vor allem Ende Mai, sind beeindruckende Schwärme beim Heimflug zu beobachten. Die kleine Ente ist sehr aktiv und eine begnadete Taucherin.","Küstengewässer, Boddengewässer und große Seen",360.000 Wintergäste,Vorwarnliste,2024-05-23 15:44:04.695499,39,47,"white,brown"
106,Brachvogel,Numenius arquata,Vogel,"Beim Brachvogel ist der Name Programm: Er ist der größte Vertreter der Watvögel in Europa. Seine Beine sind lang, und das Gefieder ist überwiegend braun gesprenkelt. Durch seinen langen, stark nach unten gebogenen Schnabel sticht er aus der Masse heraus. Als Bodenbrüter trifft man ihn in Feuchtwiesen und anderem extensiven Grünland an. In Deutschland brütet er vor allem im Nordwesten, aber auch als Durchzügler ist er regelmäßig zu beobachten.","Moore, Dünen, Feuchtwiesen",3.600-4.800 Brutpaare,Vom Aussterben bedroht,2024-05-22 10:49:24.080623,48,57,brown
119,Dunkelwasserläufer,Tringa erythropus,Vogel,"Der Dunkelwasserläufer lebt im hohen Norden. Feuchtgebiete in Lappland und Sibirien sind seine Brutgebiete. Er zählt zu den Watvögeln, auch Limikolen genannt. Bei uns ist er als Durchzügler vor allem auf dem Herbstzug zu beobachten. Den Winter verbingt er vor allem in Afrika, aber teilweise auch an der Mittelmeerküste. Beim Dunkelwasserläufer unterscheidet sich das Schlichtkleid stark vom Prachtkleid, denn nur das Prachtkleid ist wirklich dem Namen entsprechend dunkel.","Binnengewässer, Wattenmeer",10.500 Individuen,Nicht gefährdet,2024-05-23 15:44:04.695499,29,33,"brown,orange"
120,Dunkler Sturmtaucher,Ardenna grisea,Vogel,"Der Dunkle Sturmtaucher brütet eigentlich auf der anderen Seite der Erde, in Australien, Neuseeland und Südamerika. Den dortigen Winter, also unseren Sommer, verbringt er auf der Nordhalbkugel. Auf dem Heimzug in unserem Herbst ist er ein seltener Durchzügler an unserer Nordseeküste. Äußerlich hat er ein eher dunkles Erscheinungsbild, abgesehen von seinen Unterflügeldecken, die weißlich sind und bei Sonneneinstrahlung sogar silbrig schimmern.",Nordseeküste,keine Daten,Nicht gefährdet,2024-05-23 15:44:04.695499,40,50,brown
126,Eisvogel,Alcedo atthis,Vogel,"Der Eisvogel ist wahrscheinlich eine der schillerndsten einheimischen Vogelarten. Sein blau-oranges Gefieder ist ein echter Hingucker. Seine Nahrung basiert fast ausschließlich auf aquatisch lebenden Tieren, weshalb sein Vorkommen stark von nahrungsreichen und sauberen Gewässer abhängig ist.","langsam fließende und fischreiche Flüsse und Bäche, Baggerseen, Teiche in Parks",9.500-15.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,17,19.5,"blue,orange"
128,Erlenzeisig,Spinus spinus,Vogel,"Das ganze Jahr über sind Erlenzeisige in unseren Mischwäldern unterwegs. Die geselligen kleinen Vögel finden dort ihren perfekten Lebensraum. Im Winter kommen auch noch weiter nördlich brütende Vögel zu uns. Wenn dann ein Schwarm kleiner grüngelber Vögel an uns vorüberfliegt, kommen drei bei uns typische Arten in Frage. Landet der Schwarm in einer Erle oder Birke, ist die Wahrscheinlichkeit groß, dass es sich um Erlenzeisige handelt.","Nadel- und Mischwälder mit Fichten, Erlen und Birken, Parks und Gärten",21.000-51.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,11,12,"yellow,black"
129,Falkenraubmöwe,Stercorarius longicaudus,Vogel,"Die kleine Falkenraubmöwe kommt bei uns nur sehr selten vor. Sie ist eine Ausnahmeerscheinung, da sie vor allem auf dem offenen Meer in ihr Winterquartier und zurück zieht. Mit viel Glück sieht man sie im Frühling und Herbst an der Nordsee, seltener an der Ostsee. Die kleinste unter den Raubmöwen ist eine elegante Erscheinung. Neben ihrer leichten, seeschwalbenähnlichen Flugweise fällt sie vor allem durch ihre langen Schwanzspieße auf.",offenes Meer,Nicht bekannt,Nicht gefährdet,2024-05-23 15:44:04.695499,35,41,"gray,white"
134,Fichtenkreuzschnabel,Loxia curvirostra,Vogel,"Der Name des Fichtenkreuzschnabels beschreibt zwei markante Merkmale. Zum einen, dass er fast ausschließlich in Nadelwäldern und dort vorzugsweise in Fichten brütet. Zum anderen ist sein Schnabel an den Spitzen überkreuzt und somit das perfekt Werkzeug zum Öffnen von Zapfen. Der Schnabel ermöglicht es ihm, sich hauptsächlich von Samen von Nadelbäumen zu ernähren. Das Gefieder des ausgewachsenen Männchens ist überwiegend ziegelrot und das des Weibchens gelbgrün.",Nadelwälder in höheren Lagen,32.000-85.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,15,17,"red,yellow,brown"
130,Feldlerche,Alauda arvenis,Vogel,"Die Feldlerche hat seit den 1980ern teilweise dramatische Bestandsverluste erlitten, sodass sich ihr Bestand in Deutschland bis heute halbiert hat. Noch ist sie ein typischer Feldvogel und daher recht bekannt. Sie bevorzugt offene Lebensräume mit abwechslungsreicher Vegetation. Ihr Gefieder ist überwiegend braun, und das Männchen besitzt eine kurze, stumpfe Federhaube, die es aufstellen oder anlegen kann.","Agrarflächen, Wiesen und Heiden",1.200.000-1.850.000 Brutpaare,Gefährdet,2024-05-23 15:44:04.695499,16,18,brown
135,Fischadler,Pandion haliaetus,Vogel,"Wie sein Name schon erahnen lässt, spezialisiert sich dieser mittelgroße Adler bei der Nahrungssuche ausschließlich auf Fisch. Deshalb trifft man ihn bei uns in der Nähe von flachen Süßwasserseen und küstennahen Brackgewässern an. Im Müritz-Nationalpark in Mecklenburg-Vorpommern gibt es den größten Bestand an Fischadlern in Deutschland. Im Flug kann er aufgrund seiner schmalen Flügel auch schnell mal mit einer Großmöwe verwechselt werden.",flache Süßwasserseen und küstennahe Brackwasser,700-750 Brutpaare,Gefährdet,2024-05-23 15:44:04.695499,52,62,"brown,white"
136,Fitis,Phylloscopus trochilus,Vogel,"Der Fitis gilt als eher rastloser Geselle, den man oft dabei beobachten kann, wie er auf der Suche nach Insekten munter in lichtem Strauchwerk zwischen den Ästen hin- und herhüpft. Dabei ist er aufgrund seiner Größe und seiner Färbung eher unauffällig und dem Zilpzalp auch noch zum Verwechseln ähnlich. Doch wer seinen Gesang kennt und ein bisschen Geduld zeigt, wird den agilen kleinen Laubsänger schnell zu Gesicht bekommen.","aufgelockerte Wälder, Gebüsche und Lichtungen",790.000-1.200.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,11,12.5,brown
283,Schwarzspecht,Dryocopus martius,Vogel,,"alte Buch-, Misch- oder Nadelwälder",32.000-51.000 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,40,46,"black,red"
138,Flussseeschwalbe,Sterna hirundo,Vogel,"Die Flussseeschwalbe ist bei uns ein Brutvogel an der Küste und im nordöstlichen Binnenland. Aber auch im südlichen Bayern ist sie im Sommer an Flussniederungen und Seen anzutreffen. Wie alle Seeschwalben ist sie ein geschickter und wendiger Flieger, der seine Fische mit schnellem Eintauchen aus dem Flug heraus fängt. Fluss- und Küstenseeschwalben sind auch für erfahrene Ornithologen manchmal schwer auseinanderzuhalten.","Küsten, Flussniederungen und größere Seen",8.500-9.000 Brutpaare,Stark gefährdet,2024-05-23 15:44:04.695499,34,37,"white,gray,black"
125,Eistaucher,Gavia immer,Vogel,"Diese prächtigen Seetaucher sind etwa so groß wie Kormorane. Am besten unterscheiden kann man sie auf den ersten Blick an ihrer Stirntolle und dem Schnabel. Sie sind bei uns äußerst seltene Wintergäste, die man vor allem an der Nordseeküste sehen kann. Eistaucher kommen hauptsächlich in Nordamerika und auf Island vor. Die isländischen Eistaucher überwintern bei uns an den Küsten oder ziehen durch.","offenes Meer, Küstengewässer und Größere Seen an der Nordseeküste",Nicht bekannt,Nicht gefährdet,2024-05-23 15:44:04.695499,73,88,"brown,gray"
133,Felsenschwalbe,Ptyonoprogne rupestris,Vogel,"Als Bewohner von Felslandschaften kommt die Felsenschwalbe in Deutschland nur im bayerischen Alpenraum und im Schwarzwald vor. Hier erreicht sie ihre nördliche Verbreitungsgrenze, denn ihre Brutgebiete liegen schwerpunktmäßig in Südeuropa, in Teilen Nordafrikas und Vorderasiens. Eigentlich ein Brutvogel an Steilwänden, brütet die Felsenschwalbe mittlerweile auch in Städten, wie beispielsweise in Freiburg. Dort baut sie ihr Nest an nicht allzu glatten Wänden wie Staumauern, unter Brücken oder an Kirchen.","Felslandschaften oder Türme, Gebäude und Brücken",70-110 Brutpaare,Extrem selten,2024-05-23 15:44:04.695499,14,15,"brown,gray"
137,Flussregenpfeifer,Charadrius dubius,Vogel,"Der kleine Flussregenpfeifer mit dem gelben Augenring ist in allen kargen Sand- und Kiesflächen bei uns zu Hause. Kiesgruben und Steinbrüche findet er ebenfalls prima. Er ist darum auch im Binnenland anzutreffen. Sein Rufen klingt sehr melancholisch, was im Gegensatz zu seinem aktiven und emsigen Hin- und Hergetippel steht.","Kiesgruben, Steinbrüche und Baggerseen",4.800-7.000 Brutpaare,Vorwarnliste,2024-05-23 15:44:04.695499,15,18,"brown,white,black"
141,Gartenbaumläufer,Certhia brachydactyla,Vogel,"Der winzig kleine Gartenbaumläufer ist gut getarnt. Oft entdecken wir ihn erst, wenn er vom Baumstamm, an dem er gerade noch senkrecht herumturnte, auffliegt. Am besten ist er von seinem Verwandten, dem Waldbaumläufer, an der Stimme zu unterscheiden. Der kleine Baumläufer hat sich mit seinen langen Krallen und dem spitzen Schnabel an das Leben in der Senkrechten angepasst. In der Rinde sucht er entlang des Baumstamms nach Nahrung.","Laubwälder, Gärten, Parks und Dörfer",460.000-630.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,12,13,"brown,white"
139,Flussuferläufer,Actitis hypoleucos,Vogel,"Beim Spaziergang an Seen, steinigen Flüssen und Bächen kann man ihn mit etwas Glück entdecken. Entlang seiner Zugroute ist er ein regelmäßiger Gast an bekannten Vogelbeobachtungsplätzen für Wasservögel. Da ist der kleine flinke Watvogel auch gerne mal an der Küste unterwegs.","steinige Ufer von Flüssen, Bächen, Seen und Küsten",210-290 Brutpaare,Stark gefährdet,2024-05-23 15:44:04.695499,18,20.5,"brown,white"
142,Gartengrasmücke,Sylvia borin,Vogel,"Sowohl das Verhalten als auch das Aussehen der Gartengrasmücke sind eher unscheinbar. Ihre Leistungen sind dagegen bemerkenswert: Der kleine Vogel überfliegt auf dem Weg in sein Winterquartier die Sahara, teilweise sogar bis nach Namibia oder Südafrika. Mit etwa 900.000 bis 1,35 Millionen Revieren leben ungefähr fünf Prozent des Weltbestandes in Deutschland. Mit Ausnahme der Alpen ist die Gartengrasmücke nahezu flächendeckend verbreitet, im Norden Deutschlands leben jedoch mehr als im Süden.","Waldränder und -lichtungen, Auwälder, Hecken, Parks und Gärten",69.0000-1.000.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,13,14,brown
145,Gelbbrauen-Laubsänger,Phylloscopus inornatus,Vogel,"Den Gelbbrauen-Laubsänger kann man bei uns nur vereinzelt während des Zugs von Ende September bis Mitte Oktober antreffen und dann auch nur an den Küsten. Kein Wunder also, dass sich viele begeisterte Ornitholog*innen zu dieser Zeit auf die Suche nach dem kleinen rastlosen Vogel machen. Oft in Sträuchern verborgen und zusammen mit dem Goldhähnchen unterwegs, fällt der kleine Laubsänger am ehesten durch seinen Ruf auf.","Gehölze, Auwälder und Parks an der Küste während dem Durchzug",Nicht bekannt,Nicht gefährdet,2024-05-23 15:44:04.695499,9,10.5,"yellow,gray"
143,Gartenrotschwanz,Phoenicurus phoenicurus,Vogel,Gartenrotschwänze waren früher häufige Besucher unserer Gärten. Doch gut aufgeräumte Gärten boten ihnen keinen geeigneten Schutz und wenig Nahrung. Das bewog sie zum Rückzug in Laub- und Mischwälder. Auch Streuobstwiesen können sie gut leiden. Erfreulicherweise nehmen die Bestände in Städten seit einiger Zeit wieder zu. Auch im Herbst kann man Gartenrotschwänze häufiger wieder am Futterhaus beobachten.,"Lichte Laub- und Mischwälder, Kieferwälder, Parks und natürliche Gärten",91.000-155.000 Brutpaare,Vorwarnliste,2024-05-23 15:44:04.695499,13,15,"black,orange,white"
146,Gelbspötter,Hippolais icterina,Vogel,"Dieser kleine Singvogel besitzt einen lauten, schwätzenden Gesang und imitiert häufig die Gesänge anderer Vogelarten. Man kann ihn in den Sommermonaten in ganz Deutschland in verschiedenen Waldtypen, aber auch in Parks oder verwilderten Gärten antreffen. Oft sitzt er in den dichten Baumkronen von Laubbäumen und lässt von dort aus seinen lauten Gesang erklingen. Sein Gefieder hat einen eher unauffälligen gelblichen Farbton. Die Wintermonate verbringt er in Afrika südlich des Äquators.","Parks, verwilderte Gärten, Auwälder, Laubwälder und Feldgehölze",100.000-150.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,12,13.5,"yellow,gray"
148,Girlitz,Serinus serinus,Vogel,"Ursprünglich nur im Mittelmeergebiet heimisch, hat der Girlitz im 19. Jahrhundert sein Brutgebiet nach Norden ausgedehnt. Dieser Vorstoß gelang vermutlich aufgrund des milderen Klimas, der Ausweitung der traditionellen Landwirtschaft und der größeren Vorstadtbereiche, die dem Girlitz zahlreiche Lebensräume boten. Heute allerdings haben sich die landwirtschaftliche Praxis und die Gartengestaltung grundsätzlich geändert, sodass der Kleinstrukturen liebende Fink immer weniger geeigneten Lebensraum findet.","mosaikartige, ausgeprägte Landschaften mit lichtem Baum- und Strauchbestand",65.000-130.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,11,12,yellow
140,Gänsesäger,Mergus merganser,Vogel,"Der Gänsesäger ist ein vergleichsweise massiger Entenvogel mit langem Körper. Im Unterschied zum Zwergsäger kann man ihn in einigen Teilen Deutschands ganzjährig beobachten, da er auch hier brütet. Sein roter Schnabel ist schmal und spitz und am Ende hakenartig nach unten gebogen. Das Männchen hat im Prachtkleid einen schwarzen Kopf mit grünem Schimmer, im Schlichtkleid hat er ähnlich wie das Weibchen einen rotbraunen Kopf. Er brütet sowohl an Binnengewässern als auch an Meeresbuchten.",fischreiche Flüsse und Seen,850-1.000 Brutpaare,Gefährdet,2024-05-23 15:44:04.695499,58,68,"white,brown,green,black"
203,Löffelente,Anas clypeata,Vogel,,"Binnengewässer, Sumpfgebiete, feuchte Wiesenlandschaftenmit Gräben und Tümpeln, Meeresküsten und Brackgewässer",2.400-2.800 Brutpaare,Gefährdet,2024-06-13 17:51:28.112196,44,52,"brown,white,green"
132,Feldsperling,Passer montanus,Vogel,"Der Feldsperling ist ein kleinerer Verwandter des etwas kräftigeren Haussperlings, dem er aber bei Konkurrenz unterliegt. Daher ist er eher in den ländlicheren Raum ausgewichen. Dort wo der Haussperling fehlt, kann der Feldsperling jedoch auch in städtische Bereiche vordringen. So übernimmt er beispielsweise im Osten Asiens die Rolle des Haussperlings in den Städten.","lichte gehölzreiche Landschaften, Waldränder und landwirtschaftliche Betriebe",840.000-1.250.000 Brutpaare,Vorwarnliste,2024-05-23 15:44:04.695499,12.5,14,"brown,gray,black"
144,Gebirgsstelze,Motacilla cinera,Vogel,"Dieser sperlingsgroße Singvogel ist von den europäischen Stelzenarten am meisten an Gewässer gebunden. Dabei bevorzugt er schnell fließende kleine Flüsse und Bäche in einem naturnahen Zustand mit viel Geröll. Auffallende Merkmale sind unter anderem die gelbe Unterseite des Vogels und der extrem lange, häufig wippende Schwanz. In Deutschland ist die Gebirgsstelze eine relativ weit verbreitete Art, jedoch kommt sie im Osten nicht ganz so häufig vor.",schnell fließende Bäche und Flüsse,33.000-59.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,18,20,"yellow,gray"
150,Goldregenpfeifer,Pluvialis apricaria,Vogel,"Jedes Jahr treibt es viele Ornithologen ans Wattenmeer. Wenn dort im Frühling und Herbst die großen Zugvogelschwärme eintreffen, um sich auf ihrer Reise auszuruhen und zu stärken, sind auch die Goldregenpfeifer in großer Zahl vertreten. Die Goldis, wie sie auch liebevoll genannt werden, lassen sich dann wunderbar im dichten Schwarm fliegend oder bei der Nahrungssuche beobachten. Gerne sind sie zusammen mit Kiebitzen unterwegs.","Moore, Sumpflandschaften, Heiden, kurzrasige Wiesen, Felder, Feuchtgebiete, Salzwiesen und Salzmarsche",0-2 Brutpaare,Vom Aussterben bedroht,2024-05-23 15:44:04.695499,25,28,"yellow,black,white"
151,Grauammer,Emberiza calandra,Vogel,"Die Grauammer wird bei uns leider immer seltener. Intensive Landwirtschaft und der Rückgang ihres Lebensraumes verdrängen sie immer mehr. Die Grauammer sieht eher unauffällig aus, ihren Gesang lässt sie dafür umso lauter aus exponierter Lage ertönen. Der graubraune Vogel treibt sich heimlich herum, über Brut- und Zugverhalten weiß man nach wie vor nicht allzu viel.",offene Landschaften mit niedriger Vegetation und Ackerlandschaften,16.500-29.000 Brutpaare,Vorwarnliste,2024-05-23 15:44:04.695499,16,19,gray
155,Grauspecht,Picus canus,Vogel,"Auf den ersten Blick guckt man einem Grünspecht nach, auch die Stimmen der beiden Spechtarten sind zum Verwechseln ähnlich. Auf den zweiten Blick lässt er sich jedoch durch seinen grauen Kopf, seine mattere Unterseite und das hellere Gesicht von seinem Zwillingsbruder unterscheiden. Die Stimmen sind bei genauerem Hinhören auch zu unterscheiden und nebenbei auch die beste Chance, um auf diesen etwas heimlichen Specht aufmerksam zu werden.","dichte Laub- und Mischwälder, große Parks und Streuobstwiesen, Bruch- und Auwälder",9.500-13.500 Brutpaare,Stark gefährdet,2024-05-23 15:44:04.695499,27,34,"green,white,gray,red "
153,Graureiher,ardea cinera,Vogel,"Der Graureiher ist die häufigste Reiherart in Mitteleuropa. Man kann ihn in verschiedenen Lebensräumen antreffen, am häufigsten sieht man ihn wahrscheinlich aber in Flachwasserzonen von Seen oder auf Wiesen seiner Beute auflauern. Seine typische Flugsilhouette kann man vor allem durch den eingezogenen Kopf vom Kranich und vom Storch unterscheiden. Ein auffälliges Merkmal auf dem sonst überwiegend grauen und weißen Gefieder sind die leicht verlängerten schwarzen Scheitelfedern.","an Ufern von Flüssen, Seen und Teicheen, Küstenlagunen und auf Wiesen und Äckern",20.000-25.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,84,102,"gray,white"
161,Gryllteiste,Cepphus grylle,Vogel,"Gryllteisten zählen zu den Alken, zu denen auch zum Beispiel die Papageientaucher gehören. Alken sind eher kleine bis mittelgroße Meeresvögel, die nur für die Brut an Land kommen. Gryllteisten überwintern auf dem Meer und können regelmäßig vor der deutschen Ostseeküste beobachtet werden. Die überwiegend schwarz-weißen Vögel besitzen auffällig rote Füße und Beine und einen roten Schlund.",Ostseeküste,190 Individuen,Vom Aussterben bedroht,2024-05-23 15:44:04.695499,32,38,"black "
156,Großtrappe,Otis tarda,Vogel,"Großtrappen sind die schwersten flugfähigen Vögel überhaupt. Bis zu 17 Kilogramm können ausgewachsene alte Hähne auf die Waage bringen. Auffällig ist auch der enorme Größen- und Gewichtsunterschied zwischen den Geschlechtern. Zur Paarungszeit vollführen männliche Großtrappen faszinierende Balztänze, bei denen sie sich zu weißen Federbällen aufplustern. Großtrappen kommen nur noch in sehr kleiner Zahl in Brandenburg vor.","offenes trockenes Grasland, Wiesen und extensiv bewirtschaftete Flächen",300 Brutpaare,Vom Aussterben bedroht,2024-05-23 15:44:04.695499,75,105,"orange,gray"
160,Grünspecht,Picus viridis,Vogel,"Dieser sympathische Specht fällt vor allem durch seinen Gesang auf, der an das Lachen eines Menschen erinnert und am häufigsten in lichten Laubwäldern und großen Parks zu hören ist. Zum Brüten benötigt er alte, dicke Bäume. Hier baut das Grünspecht-Pärchen gemeinsam eine Höhle als Kinderstube für den gepunkteten Nachwuchs. Aber aufgepasst! Der Grünspecht hat einen Zwillingsbruder, den seltenen Grauspecht.","offene Laub- un Mischwälder, Obstwiesen und Parks, Friedhöfe und Alleen",51.000-92.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,30,36,"greenk,white,red"
73,Waldeidechse,Zootoca vivipara,Reptil,Die Waldeidechse ist in Wäldern und feuchten Lebensräumen weit verbreitet und kann ihre Jungen lebend gebären.,"Wälder, Feuchtgebiete",keine genauen Daten,Nicht gefährdet,2024-05-21 13:30:14.956394,10,15,brown
162,Habicht,Accipiter gentilis,Vogel,"Dieser elegante und geschickte Jäger lebt am liebsten recht heimlich in alten Wäldern. Seit den 60er Jahren besiedelt er jedoch auch städtische Bereiche und Parks. Mit geschickten Manövern gelingt es ihm, sogar in dichten Wäldern seine Beute zu jagen. Auch seine Bestände sind, wie die vieler Greifvögel, in den letzten Jahrzehnten in vielen Teilen Europas zurückgegangen, so bekommt man ihn heute nur noch recht selten zu Gesicht.","Laub-, Nadel- oder Mischwälder mit altem Baumbestand",11.000-15.500 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,54,67,"gray,white"
152,Graugans,Anser anser,Vogel,"Die typischste Gans auf unseren Feldern und Wiesen ist die Graugans. Auch in Parks und an Teichen fühlt sie sich heutzutage wohl. Wenn sie in teilweise großen Gruppen über uns hinweg fliegt, hört man sie auch gut an ihren lauten, langgezogenen Rufen. Sichtet sie einen Spaziergänger, kann man hören, wie eine Gans den ganzen Trupp warnt, und dann wird man von allen Vögeln skeptisch beobachtet. Sie ist die häufigste Gans in Europa und der Vorfahr unserer Hausgänse.","in fast allen Feuchtgebieten, Teiche, Flüsse, Küsten und Seen",42.000-59.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,74,84,gray
